"","datahora","lon","lat","sst_boia"
"1",2018-01-03 13:00:00,-25.256,-26.915,24.3
"2",2018-01-03 17:00:00,-25.162,-26.99,24.5
"3",2018-01-03 18:00:00,-25.123,-27.004,24.5
"4",2018-01-03 19:00:00,-25.123,-27.004,24.5
"5",2018-01-03 21:00:00,-25.109,-27.009,24.4
"6",2018-01-03 22:00:00,-25.109,-27.009,24.3
"7",2018-01-03 23:00:00,-25.054,-27.018,24.3
"8",2018-01-04 00:00:00,-25.046,-27.013,24.3
"9",2018-01-04 04:00:00,-25.047,-27.016,24.2
"10",2018-01-04 05:00:00,-25.027,-27.01,24.2
"11",2018-01-04 07:00:00,-25.035,-27.011,24.2
"12",2018-01-04 08:00:00,-24.999,-27.023,24.2
"13",2018-01-04 09:00:00,-24.999,-27.023,24.2
"14",2018-01-04 10:00:00,-25.033,-27.06,24.2
"15",2018-01-04 11:00:00,-25.034,-27.077,24.3
"16",2018-01-04 15:00:00,-24.978,-27.166,24.6
"17",2018-01-04 16:00:00,-24.978,-27.166,24.6
"18",2018-01-04 17:00:00,-24.973,-27.161,24.6
"19",2018-01-04 18:00:00,-24.94,-27.176,24.6
"20",2018-01-04 19:00:00,-24.924,-27.181,24.5
"21",2018-01-04 20:00:00,-24.914,-27.187,24.5
"22",2018-01-04 21:00:00,-24.891,-27.194,24.5
"23",2018-01-04 22:00:00,-24.872,-27.202,24.4
"24",2018-01-04 23:00:00,-24.868,-27.203,24.4
"25",2018-01-05 00:00:00,-24.856,-27.212,24.3
"26",2018-01-05 02:00:00,-24.856,-27.212,24.2
"27",2018-01-05 03:00:00,-24.822,-27.221,24.1
"28",2018-01-05 05:00:00,-24.822,-27.221,24
"29",2018-01-05 06:00:00,-24.814,-27.228,24
"30",2018-01-05 07:00:00,-24.803,-27.234,24
"31",2018-01-05 08:00:00,-24.803,-27.234,24
"32",2018-01-05 09:00:00,-24.815,-27.248,24
"33",2018-01-05 10:00:00,-24.804,-27.242,24.2
"34",2018-01-05 11:00:00,-24.817,-27.246,24.4
"35",2018-01-05 15:00:00,-24.79,-27.328,25.5
"36",2018-01-05 16:00:00,-24.79,-27.328,26
"37",2018-01-05 17:00:00,-24.791,-27.331,26.1
"38",2018-01-05 18:00:00,-24.782,-27.357,26.3
"39",2018-01-05 20:00:00,-24.77,-27.359,25.7
"40",2018-01-05 21:00:00,-24.747,-27.383,25.4
"41",2018-01-05 22:00:00,-24.731,-27.374,25.2
"42",2018-01-05 23:00:00,-24.727,-27.394,25.1
"43",2018-01-06 02:00:00,-24.701,-27.402,25
"44",2018-01-06 03:00:00,-24.701,-27.402,24.9
"45",2018-01-06 05:00:00,-24.701,-27.402,24.8
"46",2018-01-06 07:00:00,-24.706,-27.394,24.7
"47",2018-01-06 08:00:00,-24.706,-27.394,24.6
"48",2018-01-06 10:00:00,-24.731,-27.398,24.8
"49",2018-01-06 11:00:00,-24.758,-27.414,24.8
"50",2018-01-06 12:00:00,-24.766,-27.43,25
"51",2018-01-06 16:00:00,-24.767,-27.558,25.5
"52",2018-01-06 17:00:00,-24.767,-27.558,25.7
"53",2018-01-06 19:00:00,-24.77,-27.542,25.7
"54",2018-01-06 20:00:00,-24.755,-27.561,25.6
"55",2018-01-06 21:00:00,-24.746,-27.575,25.4
"56",2018-01-06 22:00:00,-24.729,-27.587,25.3
"57",2018-01-06 23:00:00,-24.725,-27.589,25.2
"58",2018-01-07 00:00:00,-24.708,-27.596,25.2
"59",2018-01-07 05:00:00,-24.708,-27.596,25.1
"60",2018-01-07 07:00:00,-24.697,-27.586,24.9
"61",2018-01-07 08:00:00,-24.697,-27.586,24.9
"62",2018-01-07 09:00:00,-24.697,-27.586,24.9
"63",2018-01-07 10:00:00,-24.752,-27.601,24.9
"64",2018-01-07 11:00:00,-24.752,-27.601,25
"65",2018-01-07 15:00:00,-24.765,-27.623,25.4
"66",2018-01-07 16:00:00,-24.765,-27.623,25.5
"67",2018-01-07 17:00:00,-24.765,-27.623,25.5
"68",2018-01-07 18:00:00,-24.757,-27.757,25.5
"69",2018-01-07 19:00:00,-24.765,-27.623,25.5
"70",2018-01-07 21:00:00,-24.742,-27.766,25.4
"71",2018-01-07 23:00:00,-24.713,-27.772,25.3
"72",2018-01-08 00:00:00,-24.708,-27.769,25.3
"73",2018-01-08 03:00:00,-24.701,-27.751,25.3
"74",2018-01-08 04:00:00,-24.708,-27.769,25.2
"75",2018-01-08 05:00:00,-24.701,-27.751,25.2
"76",2018-01-08 06:00:00,-24.701,-27.751,25.1
"77",2018-01-08 07:00:00,-24.701,-27.751,25.1
"78",2018-01-08 08:00:00,-24.731,-27.746,25.1
"79",2018-01-08 09:00:00,-24.761,-27.746,25
"80",2018-01-08 10:00:00,-24.757,-27.75,25.1
"81",2018-01-08 11:00:00,-24.757,-27.75,25.2
"82",2018-01-08 12:00:00,-24.775,-27.768,25.4
"83",2018-01-08 14:00:00,-24.775,-27.768,26.4
"84",2018-01-08 15:00:00,-24.86,-27.869,27.1
"85",2018-01-08 16:00:00,-24.816,-27.854,27.5
"86",2018-01-08 17:00:00,-24.816,-27.854,28.1
"87",2018-01-08 18:00:00,-24.816,-27.854,27.5
"88",2018-01-08 19:00:00,-24.807,-27.869,27.2
"89",2018-01-08 20:00:00,-24.807,-27.869,26.8
"90",2018-01-08 21:00:00,-24.771,-27.879,26.3
"91",2018-01-08 22:00:00,-24.77,-27.877,25.9
"92",2018-01-08 23:00:00,-24.751,-27.877,25.7
"93",2018-01-09 00:00:00,-24.74,-27.866,25.5
"94",2018-01-09 01:00:00,-24.741,-27.865,25.6
"95",2018-01-09 02:00:00,-24.741,-27.865,25.5
"96",2018-01-09 03:00:00,-24.741,-27.865,25.4
"97",2018-01-09 04:00:00,-24.741,-27.865,25.3
"98",2018-01-09 05:00:00,-24.737,-27.828,25.3
"99",2018-01-09 06:00:00,-24.745,-27.821,25.2
"100",2018-01-09 07:00:00,-24.745,-27.821,24.9
"101",2018-01-09 08:00:00,-24.745,-27.821,25
"102",2018-01-09 09:00:00,-24.759,-27.808,24.9
"103",2018-01-09 10:00:00,-24.765,-27.802,25
"104",2018-01-09 11:00:00,-24.778,-27.8,25.4
"105",2018-01-09 14:00:00,-24.796,-27.797,25.9
"106",2018-01-09 15:00:00,-24.85,-27.812,26.2
"107",2018-01-09 16:00:00,-24.85,-27.812,27.3
"108",2018-01-09 17:00:00,-24.854,-27.814,26.9
"109",2018-01-09 18:00:00,-24.846,-27.821,26.3
"110",2018-01-09 19:00:00,-24.848,-27.822,26.2
"111",2018-01-09 20:00:00,-24.842,-27.823,26.2
"112",2018-01-09 21:00:00,-24.835,-27.819,26.1
"113",2018-01-09 22:00:00,-24.826,-27.808,26
"114",2018-01-09 23:00:00,-24.831,-27.791,25.9
"115",2018-01-10 00:00:00,-24.831,-27.785,25.7
"116",2018-01-10 01:00:00,-24.831,-27.785,25.6
"117",2018-01-10 02:00:00,-24.831,-27.785,25.5
"118",2018-01-10 03:00:00,-24.87,-27.732,25.2
"119",2018-01-10 04:00:00,-24.831,-27.785,25.2
"120",2018-01-10 06:00:00,-24.87,-27.732,25.1
"121",2018-01-10 07:00:00,-24.897,-27.705,25
"122",2018-01-10 08:00:00,-24.902,-27.698,25
"123",2018-01-10 09:00:00,-24.902,-27.698,24.9
"124",2018-01-10 10:00:00,-24.92,-27.691,24.8
"125",2018-01-10 11:00:00,-24.973,-27.679,24.7
"126",2018-01-10 15:00:00,-24.973,-27.679,24.7
"127",2018-01-10 16:00:00,-25.057,-27.697,24.7
"128",2018-01-10 17:00:00,-25.057,-27.697,24.8
"129",2018-01-10 18:00:00,-25.073,-27.709,24.8
"130",2018-01-10 19:00:00,-25.073,-27.709,24.8
"131",2018-01-10 20:00:00,-25.077,-27.717,24.7
"132",2018-01-10 21:00:00,-25.077,-27.717,24.7
"133",2018-01-10 22:00:00,-25.077,-27.717,24.6
"134",2018-01-10 23:00:00,-25.065,-27.718,24.6
"135",2018-01-11 00:00:00,-25.084,-27.721,24.6
"136",2018-01-11 02:00:00,-25.077,-27.714,24.6
"137",2018-01-11 03:00:00,-25.083,-27.704,24.6
"138",2018-01-11 04:00:00,-25.077,-27.714,24.6
"139",2018-01-11 06:00:00,-25.083,-27.704,24.6
"140",2018-01-11 07:00:00,-25.085,-27.698,24.5
"141",2018-01-11 08:00:00,-25.085,-27.698,24.5
"142",2018-01-11 10:00:00,-25.101,-27.711,24.4
"143",2018-01-11 11:00:00,-25.096,-27.684,24.4
"144",2018-01-11 14:00:00,-25.105,-27.683,24.7
"145",2018-01-11 15:00:00,-25.137,-27.676,24.7
"146",2018-01-11 16:00:00,-25.105,-27.683,24.7
"147",2018-01-11 17:00:00,-25.136,-27.676,24.7
"148",2018-01-11 18:00:00,-25.143,-27.684,24.7
"149",2018-01-11 19:00:00,-25.141,-27.677,24.7
"150",2018-01-11 21:00:00,-25.159,-27.678,24.5
"151",2018-01-11 22:00:00,-25.163,-27.678,24.5
"152",2018-01-11 23:00:00,-25.167,-27.678,24.5
"153",2018-01-12 00:00:00,-25.166,-27.688,24.5
"154",2018-01-12 04:00:00,-25.166,-27.688,24.6
"155",2018-01-12 05:00:00,-25.17,-27.697,24.6
"156",2018-01-12 06:00:00,-25.162,-27.703,24.6
"157",2018-01-12 07:00:00,-25.162,-27.703,24.6
"158",2018-01-12 08:00:00,-25.163,-27.7,24.7
"159",2018-01-12 09:00:00,-25.168,-27.706,24.7
"160",2018-01-12 10:00:00,-25.162,-27.696,24.7
"161",2018-01-12 11:00:00,-25.165,-27.704,24.8
"162",2018-01-12 14:00:00,-25.17,-27.693,26.6
"163",2018-01-12 15:00:00,-25.194,-27.71,27.2
"164",2018-01-12 16:00:00,-25.207,-27.709,27.5
"165",2018-01-12 17:00:00,-25.207,-27.709,27.1
"166",2018-01-12 18:00:00,-25.208,-27.711,26.9
"167",2018-01-12 19:00:00,-25.216,-27.711,26.3
"168",2018-01-12 20:00:00,-25.229,-27.713,25.8
"169",2018-01-12 21:00:00,-25.24,-27.718,25.3
"170",2018-01-12 22:00:00,-25.249,-27.72,25.2
"171",2018-01-12 23:00:00,-25.253,-27.722,25.1
"172",2018-01-13 00:00:00,-25.247,-27.726,24.9
"173",2018-01-13 03:00:00,-25.262,-27.732,24.7
"174",2018-01-13 04:00:00,-25.271,-27.749,24.7
"175",2018-01-13 05:00:00,-25.281,-27.753,24.9
"176",2018-01-13 06:00:00,-25.281,-27.753,24.8
"177",2018-01-13 07:00:00,-25.294,-27.752,24.7
"178",2018-01-13 08:00:00,-25.294,-27.752,24.7
"179",2018-01-13 09:00:00,-25.294,-27.752,24.7
"180",2018-01-13 10:00:00,-25.294,-27.748,24.8
"181",2018-01-13 12:00:00,-25.311,-27.75,25
"182",2018-01-13 14:00:00,-25.376,-27.75,25.2
"183",2018-01-13 15:00:00,-25.376,-27.75,25.4
"184",2018-01-13 16:00:00,-25.311,-27.75,25.4
"185",2018-01-13 17:00:00,-25.376,-27.75,25.4
"186",2018-01-13 18:00:00,-25.392,-27.762,25.4
"187",2018-01-13 19:00:00,-25.392,-27.762,25.3
"188",2018-01-13 20:00:00,-25.427,-27.801,25.2
"189",2018-01-13 21:00:00,-25.427,-27.801,25.1
"190",2018-01-13 22:00:00,-25.424,-27.794,25.1
"191",2018-01-13 23:00:00,-25.428,-27.818,25.1
"192",2018-01-14 00:00:00,-25.432,-27.826,25.1
"193",2018-01-14 01:00:00,-25.439,-27.836,25.1
"194",2018-01-14 02:00:00,-25.439,-27.836,25.1
"195",2018-01-14 03:00:00,-25.424,-27.857,25.1
"196",2018-01-14 05:00:00,-25.424,-27.857,24.9
"197",2018-01-14 07:00:00,-25.422,-27.858,24.7
"198",2018-01-14 08:00:00,-25.422,-27.858,24.8
"199",2018-01-14 09:00:00,-25.422,-27.858,24.8
"200",2018-01-14 10:00:00,-25.43,-27.848,24.9
"201",2018-01-14 11:00:00,-25.46,-27.846,25
"202",2018-01-14 16:00:00,-25.46,-27.846,25.2
"203",2018-01-14 18:00:00,-25.515,-27.896,25.3
"204",2018-01-14 19:00:00,-25.522,-27.903,25.3
"205",2018-01-14 20:00:00,-25.522,-27.903,25.2
"206",2018-01-14 21:00:00,-25.542,-27.922,25.1
"207",2018-01-14 22:00:00,-25.536,-27.942,25
"208",2018-01-14 23:00:00,-25.554,-27.945,25
"209",2018-01-15 00:00:00,-25.555,-27.952,24.9
"210",2018-01-15 03:00:00,-25.555,-27.952,24.9
"211",2018-01-15 05:00:00,-25.555,-27.952,24.9
"212",2018-01-15 06:00:00,-25.567,-27.972,24.9
"213",2018-01-15 07:00:00,-25.567,-27.979,24.9
"214",2018-01-15 08:00:00,-25.567,-27.979,24.8
"215",2018-01-15 09:00:00,-25.589,-27.981,24.9
"216",2018-01-15 10:00:00,-25.59,-27.973,24.9
"217",2018-01-15 12:00:00,-25.598,-27.971,25.2
"218",2018-01-15 14:00:00,-25.613,-27.974,25.4
"219",2018-01-15 15:00:00,-25.613,-27.974,25.6
"220",2018-01-15 18:00:00,-25.658,-28.012,25.7
"221",2018-01-15 19:00:00,-25.647,-28.015,25.5
"222",2018-01-15 20:00:00,-25.66,-28.038,25.5
"223",2018-01-15 21:00:00,-25.657,-28.046,25.4
"224",2018-01-15 22:00:00,-25.655,-28.049,25.3
"225",2018-01-15 23:00:00,-25.654,-28.057,25.3
"226",2018-01-16 00:00:00,-25.647,-28.06,25.3
"227",2018-01-16 05:00:00,-25.644,-28.058,25.2
"228",2018-01-16 06:00:00,-25.64,-28.066,25.1
"229",2018-01-16 07:00:00,-25.64,-28.066,25.1
"230",2018-01-16 09:00:00,-25.676,-28.065,25.1
"231",2018-01-16 10:00:00,-25.676,-28.065,25.2
"232",2018-01-16 11:00:00,-25.687,-28.074,25.3
"233",2018-01-16 14:00:00,-25.678,-28.08,25.5
"234",2018-01-16 15:00:00,-25.676,-28.105,25.6
"235",2018-01-16 16:00:00,-25.676,-28.105,25.6
"236",2018-01-16 17:00:00,-25.676,-28.105,25.7
"237",2018-01-16 18:00:00,-25.676,-28.105,25.7
"238",2018-01-16 19:00:00,-25.676,-28.105,25.7
"239",2018-01-16 20:00:00,-25.672,-28.11,25.7
"240",2018-01-16 21:00:00,-25.654,-28.11,25.6
"241",2018-01-16 22:00:00,-25.654,-28.108,25.5
"242",2018-01-16 23:00:00,-25.646,-28.107,25.5
"243",2018-01-17 00:00:00,-25.651,-28.109,25.5
"244",2018-01-17 02:00:00,-25.651,-28.109,25.4
"245",2018-01-17 03:00:00,-25.659,-28.109,25.4
"246",2018-01-17 04:00:00,-25.651,-28.109,25.4
"247",2018-01-17 05:00:00,-25.659,-28.109,25.3
"248",2018-01-17 07:00:00,-25.647,-28.128,25.3
"249",2018-01-17 08:00:00,-25.651,-28.125,25.3
"250",2018-01-17 09:00:00,-25.651,-28.125,25.3
"251",2018-01-17 10:00:00,-25.643,-28.133,25.3
"252",2018-01-17 11:00:00,-25.643,-28.133,25.4
"253",2018-01-17 12:00:00,-25.63,-28.14,25.5
"254",2018-01-17 14:00:00,-25.63,-28.14,25.6
"255",2018-01-17 15:00:00,-25.622,-28.15,25.7
"256",2018-01-17 16:00:00,-25.598,-28.14,25.8
"257",2018-01-17 18:00:00,-25.598,-28.14,25.7
"258",2018-01-17 19:00:00,-25.598,-28.14,25.7
"259",2018-01-17 20:00:00,-25.587,-28.139,25.6
"260",2018-01-17 21:00:00,-25.58,-28.133,25.6
"261",2018-01-17 22:00:00,-25.58,-28.133,25.6
"262",2018-01-17 23:00:00,-25.578,-28.129,25.5
"263",2018-01-18 00:00:00,-25.578,-28.129,25.6
"264",2018-01-18 02:00:00,-25.586,-28.139,25.5
"265",2018-01-18 03:00:00,-25.589,-28.114,25.5
"266",2018-01-18 04:00:00,-25.586,-28.139,25.5
"267",2018-01-18 05:00:00,-25.589,-28.114,25.5
"268",2018-01-18 06:00:00,-25.589,-28.114,25.4
"269",2018-01-18 07:00:00,-25.587,-28.127,25.4
"270",2018-01-18 08:00:00,-25.59,-28.127,25.4
"271",2018-01-18 09:00:00,-25.59,-28.137,25.4
"272",2018-01-18 10:00:00,-25.588,-28.131,25.5
"273",2018-01-18 11:00:00,-25.587,-28.131,25.7
"274",2018-01-18 15:00:00,-25.59,-28.132,27.2
"275",2018-01-18 16:00:00,-25.59,-28.132,27.5
"276",2018-01-18 17:00:00,-25.564,-28.1,27.5
"277",2018-01-18 18:00:00,-25.564,-28.1,27.4
"278",2018-01-18 19:00:00,-25.566,-28.097,27
"279",2018-01-18 20:00:00,-25.566,-28.097,26.9
"280",2018-01-18 21:00:00,-25.567,-28.093,26.6
"281",2018-01-18 22:00:00,-25.567,-28.093,26.5
"282",2018-01-18 23:00:00,-25.571,-28.095,26.2
"283",2018-01-19 00:00:00,-25.578,-28.098,26.2
"284",2018-01-19 01:00:00,-25.578,-28.098,26.2
"285",2018-01-19 02:00:00,-25.578,-28.098,25.9
"286",2018-01-19 03:00:00,-25.59,-28.088,25.9
"287",2018-01-19 04:00:00,-25.578,-28.098,25.8
"288",2018-01-19 06:00:00,-25.59,-28.088,25.7
"289",2018-01-19 08:00:00,-25.609,-28.105,25.6
"290",2018-01-19 10:00:00,-25.609,-28.105,25.8
"291",2018-01-19 11:00:00,-25.62,-28.122,25.9
"292",2018-01-19 15:00:00,-25.6,-28.182,26.3
"293",2018-01-19 16:00:00,-25.619,-28.125,26.1
"294",2018-01-19 17:00:00,-25.6,-28.182,26.2
"295",2018-01-19 18:00:00,-25.596,-28.185,26.2
"296",2018-01-19 19:00:00,-25.596,-28.185,26.1
"297",2018-01-19 20:00:00,-25.589,-28.195,26
"298",2018-01-19 21:00:00,-25.587,-28.203,25.9
"299",2018-01-19 22:00:00,-25.586,-28.2,25.9
"300",2018-01-19 23:00:00,-25.571,-28.217,25.8
"301",2018-01-20 00:00:00,-25.575,-28.219,25.9
"302",2018-01-20 02:00:00,-25.575,-28.219,25.8
"303",2018-01-20 03:00:00,-25.535,-28.241,25.8
"304",2018-01-20 04:00:00,-25.575,-28.219,25.7
"305",2018-01-20 05:00:00,-25.535,-28.241,25.7
"306",2018-01-20 06:00:00,-25.519,-28.245,25.7
"307",2018-01-20 07:00:00,-25.519,-28.245,25.6
"308",2018-01-20 08:00:00,-25.505,-28.238,25.6
"309",2018-01-20 09:00:00,-25.505,-28.238,25.5
"310",2018-01-20 10:00:00,-25.523,-28.241,25.6
"311",2018-01-20 11:00:00,-25.509,-28.225,25.6
"312",2018-01-20 12:00:00,-25.509,-28.225,25.7
"313",2018-01-20 14:00:00,-25.511,-28.226,25.8
"314",2018-01-20 15:00:00,-25.511,-28.226,25.8
"315",2018-01-20 16:00:00,-25.511,-28.226,25.8
"316",2018-01-20 17:00:00,-25.519,-28.268,25.8
"317",2018-01-20 18:00:00,-25.518,-28.287,25.9
"318",2018-01-20 19:00:00,-25.518,-28.287,25.9
"319",2018-01-20 20:00:00,-25.513,-28.293,25.9
"320",2018-01-20 21:00:00,-25.494,-28.313,25.8
"321",2018-01-20 22:00:00,-25.494,-28.313,25.8
"322",2018-01-20 23:00:00,-25.481,-28.32,25.8
"323",2018-01-21 00:00:00,-25.475,-28.32,25.8
"324",2018-01-21 04:00:00,-25.46,-28.321,25.8
"325",2018-01-21 05:00:00,-25.416,-28.335,25.9
"326",2018-01-21 07:00:00,-25.431,-28.335,25.8
"327",2018-01-21 08:00:00,-25.404,-28.333,25.8
"328",2018-01-21 09:00:00,-25.411,-28.338,25.8
"329",2018-01-21 10:00:00,-25.401,-28.328,25.8
"330",2018-01-21 11:00:00,-25.404,-28.327,25.9
"331",2018-01-21 14:00:00,-25.397,-28.33,26
"332",2018-01-21 15:00:00,-25.377,-28.365,26
"333",2018-01-21 16:00:00,-25.377,-28.365,26.1
"334",2018-01-21 17:00:00,-25.375,-28.363,26.1
"335",2018-01-21 18:00:00,-25.35,-28.373,26.1
"336",2018-01-21 20:00:00,-25.343,-28.37,26
"337",2018-01-21 21:00:00,-25.323,-28.372,26
"338",2018-01-21 22:00:00,-25.323,-28.372,25.9
"339",2018-01-21 23:00:00,-25.31,-28.367,25.9
"340",2018-01-22 00:00:00,-25.303,-28.362,25.9
"341",2018-01-22 02:00:00,-25.303,-28.362,25.9
"342",2018-01-22 03:00:00,-25.3,-28.363,25.9
"343",2018-01-22 04:00:00,-25.3,-28.363,25.9
"344",2018-01-22 05:00:00,-25.3,-28.363,25.8
"345",2018-01-22 08:00:00,-25.295,-28.369,25.8
"346",2018-01-22 09:00:00,-25.303,-28.371,25.8
"347",2018-01-22 10:00:00,-25.309,-28.375,25.9
"348",2018-01-22 11:00:00,-25.309,-28.375,25.9
"349",2018-01-22 12:00:00,-25.307,-28.387,26
"350",2018-01-22 14:00:00,-25.268,-28.423,26.3
"351",2018-01-22 15:00:00,-25.307,-28.387,26.5
"352",2018-01-22 16:00:00,-25.268,-28.423,26.5
"353",2018-01-22 17:00:00,-25.268,-28.423,26.6
"354",2018-01-22 18:00:00,-25.249,-28.439,26.6
"355",2018-01-22 19:00:00,-25.241,-28.445,26.6
"356",2018-01-22 21:00:00,-25.238,-28.439,26.5
"357",2018-01-22 22:00:00,-25.225,-28.445,26.4
"358",2018-01-22 23:00:00,-25.217,-28.449,26.3
"359",2018-01-23 00:00:00,-25.209,-28.447,26.2
"360",2018-01-23 02:00:00,-25.217,-28.45,26.1
"361",2018-01-23 03:00:00,-25.216,-28.446,26
"362",2018-01-23 04:00:00,-25.216,-28.446,25.9
"363",2018-01-23 05:00:00,-25.216,-28.446,25.8
"364",2018-01-23 07:00:00,-25.219,-28.444,25.8
"365",2018-01-23 08:00:00,-25.219,-28.444,25.7
"366",2018-01-23 09:00:00,-25.219,-28.444,25.7
"367",2018-01-23 10:00:00,-25.24,-28.451,25.7
"368",2018-01-23 11:00:00,-25.24,-28.451,25.9
"369",2018-01-23 15:00:00,-25.259,-28.452,26.5
"370",2018-01-23 18:00:00,-25.259,-28.452,26.7
"371",2018-01-23 19:00:00,-25.273,-28.505,26.6
"372",2018-01-23 21:00:00,-25.247,-28.525,26.4
"373",2018-01-23 22:00:00,-25.27,-28.531,26.3
"374",2018-01-23 23:00:00,-25.258,-28.532,26.3
"375",2018-01-24 00:00:00,-25.261,-28.534,26.3
"376",2018-01-24 03:00:00,-25.269,-28.543,26
"377",2018-01-24 05:00:00,-25.269,-28.543,25.9
"378",2018-01-24 06:00:00,-25.274,-28.535,25.8
"379",2018-01-24 07:00:00,-25.274,-28.535,25.8
"380",2018-01-24 08:00:00,-25.277,-28.533,25.8
"381",2018-01-24 09:00:00,-25.277,-28.533,25.8
"382",2018-01-24 10:00:00,-25.313,-28.54,25.8
"383",2018-01-24 11:00:00,-25.307,-28.541,26
"384",2018-01-24 14:00:00,-25.313,-28.543,26.5
"385",2018-01-24 15:00:00,-25.313,-28.543,26.8
"386",2018-01-24 16:00:00,-25.313,-28.543,27
"387",2018-01-24 17:00:00,-25.313,-28.543,27.2
"388",2018-01-24 18:00:00,-25.324,-28.624,27.1
"389",2018-01-24 19:00:00,-25.324,-28.624,26.6
"390",2018-01-24 20:00:00,-25.327,-28.628,26.6
"391",2018-01-24 21:00:00,-25.324,-28.639,26.5
"392",2018-01-24 22:00:00,-25.324,-28.64,26.3
"393",2018-01-24 23:00:00,-25.326,-28.64,26.2
"394",2018-01-25 00:00:00,-25.327,-28.644,26.1
"395",2018-01-25 04:00:00,-25.327,-28.644,25.9
"396",2018-01-25 05:00:00,-25.327,-28.644,25.9
"397",2018-01-25 06:00:00,-25.334,-28.665,25.9
"398",2018-01-25 07:00:00,-25.334,-28.665,25.9
"399",2018-01-25 08:00:00,-25.349,-28.663,25.8
"400",2018-01-25 09:00:00,-25.349,-28.663,25.8
"401",2018-01-25 10:00:00,-25.35,-28.663,26
"402",2018-01-25 11:00:00,-25.368,-28.665,26.2
"403",2018-01-25 12:00:00,-25.368,-28.665,26.8
"404",2018-01-25 13:00:00,-25.368,-28.665,27.2
"405",2018-01-25 14:00:00,-25.368,-28.665,27.5
"406",2018-01-25 15:00:00,-25.372,-28.713,27.8
"407",2018-01-25 16:00:00,-25.372,-28.713,28.4
"408",2018-01-25 17:00:00,-25.372,-28.713,28.4
"409",2018-01-25 18:00:00,-25.36,-28.714,28.1
"410",2018-01-25 19:00:00,-25.362,-28.728,27.8
"411",2018-01-25 21:00:00,-25.347,-28.74,27.4
"412",2018-01-25 22:00:00,-25.332,-28.736,27.3
"413",2018-01-25 23:00:00,-25.331,-28.735,27
"414",2018-01-26 00:00:00,-25.326,-28.733,26.8
"415",2018-01-26 01:00:00,-25.321,-28.73,26.6
"416",2018-01-26 02:00:00,-25.321,-28.73,26.4
"417",2018-01-26 03:00:00,-25.319,-28.732,26.4
"418",2018-01-26 04:00:00,-25.321,-28.73,26.5
"419",2018-01-26 05:00:00,-25.319,-28.732,26.3
"420",2018-01-26 06:00:00,-25.319,-28.732,26.2
"421",2018-01-26 07:00:00,-25.323,-28.732,26.1
"422",2018-01-26 08:00:00,-25.331,-28.74,26
"423",2018-01-26 09:00:00,-25.331,-28.74,26
"424",2018-01-26 10:00:00,-25.329,-28.755,26.1
"425",2018-01-26 11:00:00,-25.329,-28.755,26.2
"426",2018-01-26 14:00:00,-25.324,-28.759,26.4
"427",2018-01-26 15:00:00,-25.306,-28.792,26.3
"428",2018-01-26 16:00:00,-25.306,-28.792,26.4
"429",2018-01-26 17:00:00,-25.306,-28.792,26.4
"430",2018-01-26 18:00:00,-25.306,-28.792,26.4
"431",2018-01-26 19:00:00,-25.295,-28.799,26.4
"432",2018-01-26 20:00:00,-25.28,-28.801,26.4
"433",2018-01-26 21:00:00,-25.281,-28.803,26.4
"434",2018-01-26 22:00:00,-25.28,-28.801,26.4
"435",2018-01-26 23:00:00,-25.245,-28.799,26.3
"436",2018-01-27 00:00:00,-25.237,-28.79,26.3
"437",2018-01-27 02:00:00,-25.237,-28.79,26.2
"438",2018-01-27 03:00:00,-25.229,-28.765,26.1
"439",2018-01-27 04:00:00,-25.237,-28.79,26.1
"440",2018-01-27 06:00:00,-25.229,-28.765,26.1
"441",2018-01-27 07:00:00,-25.215,-28.75,26.1
"442",2018-01-27 08:00:00,-25.23,-28.758,26
"443",2018-01-27 09:00:00,-25.23,-28.758,26
"444",2018-01-27 10:00:00,-25.243,-28.749,26
"445",2018-01-27 11:00:00,-25.246,-28.753,26.1
"446",2018-01-27 12:00:00,-25.247,-28.755,26
"447",2018-01-27 14:00:00,-25.247,-28.755,25.9
"448",2018-01-27 15:00:00,-25.247,-28.755,25.9
"449",2018-01-27 16:00:00,-25.303,-28.798,25.4
"450",2018-01-27 17:00:00,-25.303,-28.798,25.3
"451",2018-01-27 18:00:00,-25.303,-28.798,25.5
"452",2018-01-27 19:00:00,-25.318,-28.827,25.6
"453",2018-01-27 20:00:00,-25.318,-28.827,25.8
"454",2018-01-27 22:00:00,-25.33,-28.842,25.7
"455",2018-01-27 23:00:00,-25.307,-28.884,25.7
"456",2018-01-28 00:00:00,-25.302,-28.888,25.7
"457",2018-01-28 01:00:00,-25.299,-28.9,25.6
"458",2018-01-28 02:00:00,-25.299,-28.9,25.6
"459",2018-01-28 03:00:00,-25.276,-28.897,25.7
"460",2018-01-28 04:00:00,-25.299,-28.9,25.7
"461",2018-01-28 05:00:00,-25.276,-28.897,25.7
"462",2018-01-28 06:00:00,-25.278,-28.892,25.8
"463",2018-01-28 07:00:00,-25.278,-28.892,25.8
"464",2018-01-28 08:00:00,-25.282,-28.891,25.8
"465",2018-01-28 09:00:00,-25.297,-28.894,25.8
"466",2018-01-28 10:00:00,-25.302,-28.892,25.8
"467",2018-01-28 11:00:00,-25.295,-28.891,25.8
"468",2018-01-28 15:00:00,-25.365,-28.918,25.6
