datahora, lat, lon, sst_boia, ch14, media14, ch15, media15, sat_zen
201801052300,-33.177,-35.490,21.700,291.064025878906,291.01082695855011111111,289.046722412109,289.02685885959177777777,2.28508186340332
201801052300,-33.768,-40.967,20.900,290.405670166016,290.33917575412311111111,288.391540527344,288.41140068901933333333,2.29416275024414
201801052300,-34.285,-36.631,20.800,290.106414794922,289.83377075195300000000,288.272430419922,288.12021552191855555555,2.30232715606689
201801060000,-33.177,-35.492,21.600,290.884490966797,290.77143012152766666666,288.808471679688,288.72243923611122222222,2.28508186340332
201801060000,-33.779,-40.973,20.900,290.166259765625,289.91357421875000000000,288.391540527344,288.08051215277788888888,2.29416275024414
201801060000,-34.289,-36.628,20.700,289.807159423828,289.70741780598933333333,288.153289794922,288.01432630750866666666,2.30232715606689
201801060100,-33.783,-40.988,20.900,289.807159423828,289.45471191406233333333,287.915069580078,287.61725531684033333333,2.29416275024414
201801060100,-34.288,-36.645,20.600,290.226135253906,290.13966878255211111111,288.391540527344,288.38492838541688888888,2.30232715606689
201801070500,-27.596,-24.708,25.100,289.747314453125,289.82046847873255555555,286.545166015625,286.58487277560766666666,2.19738149642944
201801070500,-31.697,-31.327,21.900,285.497924804688,285.35825941297755555555,282.614135742188,282.46193440755211111111,2.26188015937805
201801070500,-33.095,-20.787,21.700,281.428070068359,240.65640258789048888888,277.908843994141,238.14868672688811111111,2.2837188243866
201801070500,-33.839,-40.966,20.900,285.617614746094,285.41146172417544444444,282.316345214844,282.18398369683177777777,2.2950701713562
201801070500,-33.398,-29.686,19.900,283.642547607422,221.15171305338540000000,281.065551757812,219.85689714219811111111,2.28826141357422
201801070600,-31.758,-31.271,21.900,289.029113769531,288.98921034071166666666,285.651763916016,285.64513481987888888888,2.2627911567688
201801070700,-33.094,-20.785,21.500,282.385681152344,137.56681993272571111111,278.86181640625,137.70929039849177777777,2.2837188243866
201801070900,-31.794,-31.226,21.800,289.328369140625,289.12886216905400000000,286.009124755859,285.85690646701377777777,2.26324701309204
201801070900,-33.342,-29.651,19.900,287.532836914062,223.73194037543395555555,284.460540771484,222.06064605712877777777,2.28735303878784
201801071000,-27.601,-24.752,24.900,290.285980224609,290.23942057291644444444,286.902526855469,286.91575792100722222222,2.19738149642944
201801071000,-31.790,-31.226,21.900,289.148803710938,289.11555989583333333333,285.830444335938,285.85029093424488888888,2.26324701309204
201801071100,-31.793,-31.209,21.900,289.208648681641,289.17540147569466666666,285.889984130859,285.90984768337655555555,2.26324701309204
201801071100,-33.139,-20.812,21.400,284.360748291016,200.74260457356775555555,280.350830078125,199.02384440104166666666,2.28417325019836
201801071100,-33.779,-40.972,20.800,289.627624511719,289.58771769205733333333,287.200317382812,287.20032416449622222222,2.29416275024414
201801071200,-31.802,-31.207,22.000,289.029113769531,288.82961018880211111111,285.770874023438,285.56571790907155555555,2.26324701309204
201801071200,-33.353,-29.672,20.000,287.71240234375,181.25121392144100000000,284.520080566406,180.48719194200300000000,2.28780722618103
201801071300,-33.152,-20.806,21.600,284.360748291016,221.62387084960940000000,280.350830078125,219.34732479519322222222,2.28462767601013
201801071500,-27.623,-24.765,25.400,288.969268798828,246.74123467339415555555,285.949554443359,244.46212938096788888888,2.19784092903137
201801071500,-31.802,-31.207,22.100,288.729858398438,288.63010660807311111111,285.175262451172,285.22820366753488888888,2.26324701309204
201801071600,-27.623,-24.765,25.500,290.585235595703,290.57193671332455555555,287.140777587891,287.11429511176233333333,2.19784092903137
201801071600,-33.739,-40.996,21.000,289.986724853516,289.98006863064244444444,287.438568115234,287.45842827690933333333,2.29370903968811
201801071700,-27.623,-24.765,25.500,290.465515136719,290.50542873806433333333,287.021636962891,287.04811943901944444444,2.19784092903137
201801071700,-33.152,-20.806,22.100,284.660003662109,284.68660142686588888888,280.648651123047,280.68834431966166666666,2.28462767601013
201801071700,-34.418,-36.586,20.200,288.011657714844,202.78418307834197777777,285.592193603516,201.94232516818600000000,2.30414056777954
201801071800,-27.757,-24.757,25.500,290.345825195312,290.28597344292511111111,286.842956542969,286.83634779188388888888,2.19967794418335
201801071800,-33.693,-41.039,21.100,289.328369140625,289.26851399739588888888,286.604736328125,286.51207478841144444444,2.29280138015747
201801071900,-27.623,-24.765,25.500,290.345825195312,268.77960544162324444444,287.021636962891,265.93050045437311111111,2.19784092903137
201801071900,-33.683,-41.051,21.200,289.627624511719,289.62097167968766666666,286.842956542969,286.89591132269988888888,2.29280138015747
201801072100,-27.766,-24.742,25.400,289.867004394531,289.86701117621500000000,286.426025390625,286.41279771592877777777,2.2001371383667
201801072100,-33.675,-41.077,21.100,289.448059082031,289.43476019965255555555,286.604736328125,286.57163492838544444444,2.29280138015747
201801072200,-34.418,-36.639,20.100,286.754791259766,244.04794989691848888888,284.043609619141,242.21205817328544444444,2.30414056777954
201801072300,-27.772,-24.713,25.300,289.328369140625,289.33501858181433333333,285.889984130859,285.93631659613700000000,2.2001371383667
201801072300,-33.671,-41.079,21.100,288.789703369141,288.76310560438400000000,285.711303710938,285.67160373263933333333,2.29280138015747
201801072300,-34.455,-36.645,20.100,289.208648681641,289.18871053059900000000,286.604736328125,286.54516262478300000000,2.30504679679871
201801080000,-27.769,-24.708,25.300,289.507904052734,289.46136474609366666666,286.068664550781,286.02234903971322222222,2.2001371383667
201801080000,-33.681,-41.099,21.000,288.191192626953,245.33806694878471111111,285.05615234375,243.17827182345922222222,2.29280138015747
201801080000,-34.468,-36.655,20.100,288.969268798828,289.01580810546877777777,286.306915283203,286.34000651041655555555,2.30504679679871
201801080100,-34.487,-36.666,20.100,288.969268798828,288.96261257595488888888,286.247344970703,286.25397067599811111111,2.30550003051758
201801080300,-27.751,-24.701,25.300,286.754791259766,223.75189548068584444444,283.984039306641,222.16652848985477777777,2.19967794418335
201801080300,-34.494,-36.652,20.000,288.430603027344,288.49710422092033333333,285.592193603516,285.65175035264788888888,2.30550003051758
201801080400,-27.769,-24.708,25.200,288.849548339844,288.78970336914066666666,285.473052978516,285.37379286024333333333,2.2001371383667
201801080400,-33.679,-41.107,20.900,288.610137939453,288.59684583875866666666,285.413513183594,285.39364963107666666666,2.29280138015747
201801080400,-34.529,-36.597,20.000,288.13134765625,288.18454996744800000000,285.234832763672,285.26791042751755555555,2.30595326423645
201801080500,-27.751,-24.701,25.200,289.268524169922,289.12220594618077777777,285.770874023438,285.71131388346400000000,2.19967794418335
201801080500,-33.665,-41.108,20.900,288.789703369141,288.77640448676255555555,285.711303710938,285.69145711263066666666,2.29234743118286
201801080600,-27.751,-24.701,25.100,289.687469482422,289.67417060004355555555,286.306915283203,286.32677205403633333333,2.19967794418335
201801080600,-33.649,-41.116,20.800,288.789703369141,288.75645616319477777777,285.770874023438,285.74440171983555555555,2.29234743118286
201801080700,-33.366,-35.412,21.000,285.318359375,222.15587022569440000000,282.078094482422,220.38632286919477777777,2.28780698776245
201801080700,-33.649,-41.116,20.900,288.55029296875,288.57024468315966666666,285.532623291016,285.53262329101600000000,2.29234743118286
201801080700,-34.527,-36.560,19.900,287.772247314453,287.73234049479166666666,284.579650878906,284.63258870442688888888,2.30595326423645
201801080800,-27.746,-24.731,25.100,290.465515136719,290.45222981770833333333,287.319458007812,287.32607014973911111111,2.19967794418335
201801080800,-33.648,-41.123,20.800,288.849548339844,288.84954833984400000000,286.009124755859,286.02897135416633333333,2.29234743118286
201801080800,-34.493,-36.554,19.900,288.251037597656,288.32420518663222222222,285.353942871094,285.33408270941866666666,2.30550003051758
